SalesOrderID,CustomerID,OrderDate,TotalDue
43659,29825,2011-05-31 00:00:00,23153.2339
43660,29672,2011-05-31 00:00:00,1457.3288
43661,29734,2011-05-31 00:00:00,36865.8012
43665,29580,2011-05-31 00:00:00,16158.6961
43666,30052,2011-05-31 00:00:00,5694.8564
43667,29974,2011-05-31 00:00:00,6876.3649
43668,29614,2011-05-31 00:00:00,40487.7233
43669,29747,2011-05-31 00:00:00,807.2585
43671,29890,2011-05-31 00:00:00,9153.6054
43673,29844,2011-05-31 00:00:00,4216.0258
43674,29596,2011-05-31 00:00:00,2955.0542
43675,29827,2011-05-31 00:00:00,6434.0848
43676,29811,2011-05-31 00:00:00,15992.7446
43677,29824,2011-05-31 00:00:00,8773.681
43678,29889,2011-05-31 00:00:00,11036.3964
43679,29761,2011-05-31 00:00:00,1481.1742
43681,29661,2011-05-31 00:00:00,15524.0686
43683,29497,2011-05-31 00:00:00,48204.0662
43684,29912,2011-05-31 00:00:00,6301.6258
43685,30084,2011-05-31 00:00:00,3082.0191
43686,29606,2011-05-31 00:00:00,3899.6756
43687,29610,2011-05-31 00:00:00,1416.9322
43688,29718,2011-05-31 00:00:00,14323.1194
43689,29646,2011-05-31 00:00:00,38291.2063
43691,29570,2011-05-31 00:00:00,985.018
43692,29992,2011-05-31 00:00:00,43362.4196
43693,29491,2011-05-31 00:00:00,23126.45
43694,29549,2011-05-31 00:00:00,23242.1865
43695,29958,2011-05-31 00:00:00,44344.8265
43696,29849,2011-05-31 00:00:00,472.3108
43697,21768,2011-05-31 00:00:00,3953.9884
43698,28389,2011-05-31 00:00:00,3756.989
43700,14501,2011-05-31 00:00:00,772.5036
43701,11003,2011-05-31 00:00:00,3756.989
43702,27645,2011-06-01 00:00:00,3953.9884
43703,16624,2011-06-01 00:00:00,3953.9884
43704,11005,2011-06-01 00:00:00,3729.364
43706,27621,2011-06-02 00:00:00,3953.9884
43707,27616,2011-06-02 00:00:00,3953.9884
43708,20042,2011-06-02 00:00:00,772.5036
43709,16351,2011-06-02 00:00:00,3953.9884
43710,16517,2011-06-02 00:00:00,3953.9884
43711,27606,2011-06-03 00:00:00,3953.9884
43712,13513,2011-06-03 00:00:00,3953.9884
43713,27601,2011-06-04 00:00:00,3953.9884
43714,13591,2011-06-04 00:00:00,3953.9884
43715,16483,2011-06-04 00:00:00,3953.9884
43717,25249,2011-06-04 00:00:00,772.5036
43718,27668,2011-06-05 00:00:00,3953.9884
43719,27612,2011-06-05 00:00:00,3953.9884
43721,13590,2011-06-05 00:00:00,3953.9884
43722,13581,2011-06-06 00:00:00,3953.9884
43723,14520,2011-06-06 00:00:00,772.5036
43724,16520,2011-06-06 00:00:00,3953.9884
43725,13258,2011-06-07 00:00:00,3953.9884
43726,14560,2011-06-07 00:00:00,772.5036
43727,16607,2011-06-07 00:00:00,3953.9884
43728,27666,2011-06-08 00:00:00,3953.9884
43729,11238,2011-06-08 00:00:00,3756.989
43730,25861,2011-06-08 00:00:00,3756.989
43731,16629,2011-06-08 00:00:00,3953.9884
43732,11025,2011-06-08 00:00:00,3729.364
43733,27577,2011-06-08 00:00:00,3953.9884
43734,27604,2011-06-09 00:00:00,3953.9884
43735,16522,2011-06-09 00:00:00,3953.9884
43736,11002,2011-06-09 00:00:00,3756.989
43737,13261,2011-06-10 00:00:00,3953.9884
43738,11606,2011-06-10 00:00:00,3953.9884
43741,27671,2011-06-11 00:00:00,3953.9884
43742,13576,2011-06-11 00:00:00,3953.9884
43743,11007,2011-06-11 00:00:00,3756.989
43744,16631,2011-06-11 00:00:00,3953.9884
43745,16514,2011-06-12 00:00:00,3953.9884
43746,16616,2011-06-12 00:00:00,3953.9884
43747,27623,2011-06-13 00:00:00,3953.9884
43748,27625,2011-06-13 00:00:00,3953.9884
43749,27636,2011-06-13 00:00:00,3953.9884
43750,11591,2011-06-13 00:00:00,3953.9884
43751,11592,2011-06-13 00:00:00,3953.9884
43752,13265,2011-06-13 00:00:00,3953.9884
43753,16482,2011-06-13 00:00:00,3953.9884
43754,27617,2011-06-14 00:00:00,3953.9884
43755,27670,2011-06-14 00:00:00,3953.9884
43758,27646,2011-06-15 00:00:00,3953.9884
43760,16352,2011-06-15 00:00:00,3953.9884
43762,27578,2011-06-16 00:00:00,3953.9884
43763,16525,2011-06-16 00:00:00,3953.9884
43764,16612,2011-06-16 00:00:00,3953.9884
43765,11010,2011-06-16 00:00:00,3756.989
43767,11001,2011-06-17 00:00:00,3729.364
43768,27649,2011-06-18 00:00:00,3953.9884
43769,21659,2011-06-18 00:00:00,3953.9884
43770,27614,2011-06-18 00:00:00,3953.9884
43771,14559,2011-06-18 00:00:00,772.5036
43772,16524,2011-06-18 00:00:00,3953.9884
43773,16526,2011-06-18 00:00:00,3953.9884
43774,16348,2011-06-18 00:00:00,3953.9884
43775,11027,2011-06-18 00:00:00,3756.989
43776,13260,2011-06-19 00:00:00,3953.9884
43779,25252,2011-06-19 00:00:00,772.5036
43780,11599,2011-06-20 00:00:00,3953.9884
43781,16495,2011-06-20 00:00:00,3953.9884
43782,16516,2011-06-20 00:00:00,3953.9884
43783,16620,2011-06-20 00:00:00,3953.9884
43784,27667,2011-06-21 00:00:00,3953.9884
43785,11601,2011-06-21 00:00:00,3953.9884
43786,11607,2011-06-21 00:00:00,3953.9884
43788,11239,2011-06-21 00:00:00,3729.364
43790,25857,2011-06-21 00:00:00,3756.989
43791,16484,2011-06-21 00:00:00,3953.9884
43792,16623,2011-06-21 00:00:00,3953.9884
43794,11029,2011-06-21 00:00:00,3756.989
43795,27615,2011-06-22 00:00:00,3953.9884
43796,17956,2011-06-22 00:00:00,772.5036
43797,16345,2011-06-22 00:00:00,3953.9884
43798,16521,2011-06-22 00:00:00,3953.9884
43799,16636,2011-06-22 00:00:00,3953.9884
