43659,776,1,2024.994000
43659,777,3,6074.982000
43659,778,1,2024.994000
43659,771,1,2039.994000
43659,772,1,2039.994000
43659,773,2,4079.988000
43659,774,1,2039.994000
43659,714,3,86.521200
43659,716,1,28.840400
43659,709,6,34.200000
43659,712,2,10.373000
43659,711,4,80.746000
43660,762,1,419.458900
43660,758,1,874.794000
43661,745,1,809.760000
43661,743,1,714.704300
43661,747,2,1429.408600
43661,712,4,20.746000
43661,715,4,115.361600
43661,742,2,1445.189800
43661,775,3,6074.982000
43661,778,2,4049.988000
43661,711,2,40.373000
43661,741,2,1637.400000
43661,776,4,8099.976000
43661,773,2,4079.988000
43661,716,2,57.680800
43661,777,2,4049.988000
43661,708,5,100.932500
43662,764,3,1258.376700
43662,770,5,2097.294500
43662,730,2,367.876400
43662,754,4,3499.176000
43662,725,3,551.814600
43662,762,5,2097.294500
43662,765,3,1258.376700
43662,768,2,838.917800
43662,753,1,2146.962000
43662,756,1,874.794000
43662,763,3,1258.376700
43662,732,1,356.898000
43662,758,6,5248.764000
43662,729,1,183.938200
43662,722,3,535.742400
43662,749,1,2146.962000
43662,760,3,1258.376700
43662,726,1,183.938200
43662,733,1,356.898000
43662,738,1,178.580800
43662,766,3,1258.376700
43662,755,1,874.794000
43663,760,1,419.458900
43664,772,1,2039.994000
43664,775,4,8099.976000
43664,714,1,28.840400
43664,716,1,28.840400
43664,777,2,4049.988000
43664,771,3,6119.982000
43664,773,1,2039.994000
43664,778,1,2024.994000
43665,711,2,40.373000
43665,773,1,2039.994000
43665,707,1,20.186500
43665,715,2,57.680800
43665,777,2,4049.988000
43665,712,2,10.373000
43665,775,2,4049.988000
43665,778,1,2024.994000
43665,709,6,34.200000
43665,776,1,2024.994000
43666,764,1,419.458900
43666,753,1,2146.962000
43666,732,1,356.898000
43666,756,1,874.794000
43666,768,2,838.917800
43666,766,1,419.458900
43667,710,3,17.100000
43667,773,1,2039.994000
43667,778,1,2024.994000
43667,775,1,2024.994000
43668,756,3,2624.382000
43668,753,2,4293.924000
43668,760,7,2936.212300
43668,765,6,2516.753400
43668,715,6,173.042400
43668,730,6,1103.629200
43668,707,2,40.373000
43668,711,2,40.373000
43668,754,2,1749.588000
43668,712,4,20.746000
43668,729,2,367.876400
43668,755,3,2624.382000
43668,761,3,1258.376700
43668,770,2,838.917800
43668,726,3,551.814600
43668,764,2,838.917800
43668,766,2,838.917800
43668,725,2,367.876400
43668,716,1,28.840400
43668,768,2,838.917800
43668,732,4,1427.592000
43668,758,6,5248.764000
43668,762,4,1677.835600
43668,738,3,535.742400
43668,714,4,115.361600
43668,722,3,535.742400
43668,708,1,20.186500
43668,733,3,1070.694000
43668,763,3,1258.376700
43669,747,1,714.704300
43670,710,1,5.700000
43670,709,2,11.400000
43670,773,2,4079.988000
43670,776,1,2024.994000
43671,753,1,2146.962000
43671,714,2,57.680800
43671,756,1,874.794000
43671,768,2,838.917800
43671,732,2,713.796000
43671,763,2,838.917800
43671,755,2,1749.588000
43671,764,2,838.917800
43671,716,1,28.840400
43671,711,1,20.186500
43671,708,1,20.186500
43672,709,6,34.200000
43672,776,2,4049.988000
43672,774,1,2039.994000
43673,754,1,874.794000
43673,715,3,86.521200
43673,729,1,183.938200
43673,761,2,838.917800
43673,762,1,419.458900
43673,738,2,357.161600
43673,770,2,838.917800
43673,712,1,5.186500
43673,708,2,40.373000
43673,711,1,20.186500
43673,707,4,80.746000
43674,758,3,2624.382000
43675,761,4,1677.835600
43675,711,5,100.932500
43675,738,2,357.161600
43675,708,1,20.186500
43675,762,2,838.917800
43675,758,2,1749.588000
43675,712,2,10.373000
43675,754,1,874.794000
43675,715,3,86.521200
43676,776,2,4049.988000
43676,778,2,4049.988000
43676,710,1,5.700000
43676,775,3,6074.982000
43676,709,4,22.800000
43677,715,3,86.521200
43677,753,1,2146.962000
43677,758,1,874.794000
43677,770,1,419.458900
43677,708,2,40.373000
43677,760,4,1677.835600
43677,765,2,838.917800
43677,763,1,419.458900
43677,712,5,25.932500
43677,707,1,20.186500
43677,754,1,874.794000
43677,729,2,367.876400
43678,760,1,419.458900
43678,738,2,357.161600
43678,765,1,419.458900
43678,732,2,713.796000
43678,762,3,1258.376700
43678,761,2,838.917800
43678,712,3,15.559500
43678,708,4,80.746000
43678,729,2,367.876400
43678,756,1,874.794000
43678,725,2,367.876400
43678,716,1,28.840400
43678,770,1,419.458900
43678,758,2,1749.588000
43678,715,2,57.680800
43678,754,1,874.794000
43678,755,1,874.794000
43678,711,3,60.559500
43678,707,1,20.186500
43679,760,1,419.458900
43679,770,2,838.917800
43679,715,2,57.680800
43680,760,3,1258.376700
43680,756,2,1749.588000
43680,738,2,357.161600
43680,707,4,80.746000
43680,729,1,183.938200
43680,711,1,20.186500
43680,715,2,57.680800
43680,725,2,367.876400
43680,758,1,874.794000
43680,761,1,419.458900
43680,753,2,4293.924000
43680,708,2,40.373000
43680,765,3,1258.376700
43680,712,3,15.559500
43680,763,1,419.458900
43681,715,6,173.042400
43681,762,5,2097.294500
43681,732,1,356.898000
43681,707,1,20.186500
43681,729,1,183.938200
43681,708,2,40.373000
43681,770,3,1258.376700
43681,730,2,367.876400
43681,758,3,2624.382000
43681,768,1,419.458900
43681,761,2,838.917800
43681,738,2,357.161600
43681,753,1,2146.962000
43681,714,2,57.680800
43681,764,2,838.917800
43681,760,2,838.917800
43681,756,1,874.794000
43681,716,2,57.680800
43681,711,2,40.373000
43681,725,1,183.938200
43681,712,2,10.373000
43682,758,2,1749.588000
43682,762,1,419.458900
43682,760,2,838.917800
43682,770,2,838.917800
43682,715,1,28.840400
43683,776,2,4049.988000
43683,715,2,57.680800
43683,773,2,4079.988000
43683,774,1,2039.994000
43683,708,1,20.186500
43683,711,2,40.373000
43683,712,3,15.559500
43683,775,4,8099.976000
43683,777,6,12149.964000
43683,772,1,2039.994000
43683,707,3,60.559500
43683,778,5,10124.970000
43683,709,6,34.200000
43684,754,2,1749.588000
43684,762,2,838.917800
43684,760,1,419.458900
43684,758,2,1749.588000
43684,770,1,419.458900
43684,763,1,419.458900
43685,765,3,1258.376700
43685,763,1,419.458900
43685,754,1,874.794000
43685,725,1,183.938200
43686,758,3,2624.382000
43686,762,1,419.458900
43686,770,1,419.458900
43687,768,1,419.458900
43687,765,2,838.917800
43688,725,1,183.938200
43688,760,2,838.917800
43688,762,3,1258.376700
43688,738,1,178.580800
43688,763,1,419.458900
43688,729,2,367.876400
43688,754,2,1749.588000
43688,758,2,1749.588000
43688,765,3,1258.376700
43688,770,1,419.458900
43688,753,2,4293.924000
43689,764,3,1258.376700
43689,738,2,357.161600
43689,725,2,367.876400
43689,753,1,2146.962000
43689,755,2,1749.588000
43689,766,4,1677.835600
43689,770,2,838.917800
43689,760,7,2936.212300
43689,726,3,551.814600
43689,722,1,178.580800
43689,763,6,2516.753400
43689,729,2,367.876400
43689,730,2,367.876400
43689,732,2,713.796000
43689,765,5,2097.294500
43689,768,2,838.917800
43689,761,2,838.917800
43689,758,3,2624.382000
43689,749,2,4293.924000
43689,762,9,3775.130100
43689,754,4,3499.176000
43690,715,1,28.840400
43690,770,1,419.458900
43690,712,2,10.373000
43690,760,2,838.917800
43691,758,1,874.794000
43692,770,5,2097.294500
43692,725,1,183.938200
43692,754,8,6998.352000
43692,730,2,367.876400
43692,715,10,288.404000
43692,768,1,419.458900
43692,756,4,3499.176000
43692,738,2,357.161600
43692,758,8,6998.352000
43692,708,3,60.559500
43692,762,6,2516.753400
43692,732,3,1070.694000
43692,712,6,31.119000
43692,714,4,115.361600
43692,760,7,2936.212300
43692,755,2,1749.588000
43692,716,4,115.361600
43692,765,2,838.917800
43692,764,1,419.458900
43692,753,2,4293.924000
43692,766,1,419.458900
43692,722,1,178.580800
43692,761,3,1258.376700
43692,711,3,60.559500
43692,763,1,419.458900
43692,729,2,367.876400
43692,707,4,80.746000
43692,726,2,367.876400
43693,716,3,86.521200
43693,773,1,2039.994000
43693,709,6,34.200000
43693,707,2,40.373000
43693,771,3,6119.982000
43693,708,2,40.373000
43693,774,1,2039.994000
43693,777,3,6074.982000
43693,772,1,2039.994000
43693,778,1,2024.994000
43694,776,3,6074.982000
43694,771,3,6119.982000
43694,715,2,57.680800
43694,772,1,2039.994000
43694,716,3,86.521200
43694,707,1,20.186500
43694,708,1,20.186500
43694,774,1,2039.994000
43694,773,2,4079.988000
43694,712,1,5.186500
43694,711,5,100.932500
43695,774,2,4079.988000
43695,748,2,1445.189800
43695,747,1,714.704300
43695,742,1,722.594900
43695,777,5,10124.970000
43695,778,6,12149.964000
43695,709,2,11.400000
43695,775,5,10124.970000
43696,762,1,419.458900
43697,749,1,3578.270000
43698,773,1,3399.990000
43699,773,1,3399.990000
43700,767,1,699.098200
43701,773,1,3399.990000
43702,750,1,3578.270000
43703,749,1,3578.270000
43704,778,1,3374.990000
43705,771,1,3399.990000
43706,751,1,3578.270000
43707,751,1,3578.270000
43708,764,1,699.098200
43709,752,1,3578.270000
43710,753,1,3578.270000
43711,753,1,3578.270000
43712,750,1,3578.270000
43713,749,1,3578.270000
43714,750,1,3578.270000
43715,753,1,3578.270000
43716,750,1,3578.270000
43717,767,1,699.098200
43718,750,1,3578.270000
43719,751,1,3578.270000
43720,750,1,3578.270000
43721,749,1,3578.270000
43722,751,1,3578.270000
43723,765,1,699.098200
43724,750,1,3578.270000
43725,750,1,3578.270000
43726,765,1,699.098200
43727,750,1,3578.270000
43728,752,1,3578.270000
43729,773,1,3399.990000
43730,773,1,3399.990000
43731,753,1,3578.270000
43732,777,1,3374.990000
43733,751,1,3578.270000
43734,751,1,3578.270000
43735,749,1,3578.270000
43736,773,1,3399.990000
43737,750,1,3578.270000
43738,751,1,3578.270000
43739,749,1,3578.270000
43740,751,1,3578.270000
43741,749,1,3578.270000
43742,753,1,3578.270000
43743,774,1,3399.990000
43744,752,1,3578.270000
43745,750,1,3578.270000
43746,751,1,3578.270000
43747,753,1,3578.270000
43748,752,1,3578.270000
43749,753,1,3578.270000
43750,750,1,3578.270000
43751,752,1,3578.270000
43752,750,1,3578.270000
43753,749,1,3578.270000
43754,751,1,3578.270000
43755,750,1,3578.270000
43756,765,1,699.098200
43757,777,1,3374.990000
43758,749,1,3578.270000
43759,749,1,3578.270000
43760,753,1,3578.270000
43761,749,1,3578.270000
43762,753,1,3578.270000
43763,752,1,3578.270000
43764,749,1,3578.270000
43765,773,1,3399.990000
43766,752,1,3578.270000
43767,777,1,3374.990000
43768,751,1,3578.270000
43769,751,1,3578.270000
43770,751,1,3578.270000
43771,764,1,699.098200
43772,751,1,3578.270000
43773,753,1,3578.270000
43774,752,1,3578.270000
43775,774,1,3399.990000
43776,753,1,3578.270000
43777,750,1,3578.270000
43778,772,1,3399.990000
43779,762,1,699.098200
43780,750,1,3578.270000
43781,751,1,3578.270000
43782,751,1,3578.270000
43783,751,1,3578.270000
43784,749,1,3578.270000
43785,750,1,3578.270000
43786,750,1,3578.270000
43787,771,1,3399.990000
43788,778,1,3374.990000
43789,778,1,3374.990000
43790,771,1,3399.990000
43791,753,1,3578.270000
43792,751,1,3578.270000
43793,771,1,3399.990000
43794,774,1,3399.990000
43795,751,1,3578.270000
43796,770,1,699.098200
43797,751,1,3578.270000
43798,749,1,3578.270000
43799,751,1,3578.270000
43800,750,1,3578.270000
43801,750,1,3578.270000
43802,751,1,3578.270000
43803,753,1,3578.270000
43804,749,1,3578.270000
43805,763,1,699.098200
43806,751,1,3578.270000
43807,751,1,3578.270000
43808,752,1,3578.270000
43809,749,1,3578.270000
43810,772,1,3399.990000
43811,773,1,3399.990000
43812,751,1,3578.270000
43813,777,1,3374.990000
43814,777,1,3374.990000
43815,750,1,3578.270000
43816,753,1,3578.270000
43817,749,1,3578.270000
43818,751,1,3578.270000
43819,773,1,3399.990000
43820,751,1,3578.270000
43821,749,1,3578.270000
43822,752,1,3578.270000
43823,770,1,699.098200
43824,768,1,699.098200
43825,752,1,3578.270000
43826,775,1,3374.990000
43827,768,1,699.098200
43828,749,1,3578.270000
43829,749,1,3578.270000
43830,750,1,3578.270000
43831,776,1,3374.990000
43832,749,1,3578.270000
43833,749,1,3578.270000
43834,775,1,3374.990000
43835,775,1,3374.990000
43836,761,1,699.098200
43837,777,1,3374.990000
43838,752,1,3578.270000
43839,750,1,3578.270000
43840,762,1,699.098200
43841,753,1,3578.270000
43842,751,1,3578.270000
43843,774,2,4079.988000
43843,778,2,4049.988000
43843,742,2,1445.189800
